1	CD	2025-01-04 22:32:00.000	2025-02-13 20:27:35.813
2	DVD	2025-01-04 22:32:00.000	2025-02-13 20:27:35.813
3	Bru-lay	2025-01-04 22:32:00.000	2025-02-13 20:27:35.813
4	配信	2025-01-04 22:32:00.000	2025-02-13 20:27:35.813
5	nemo album	2025-01-04 22:32:00.000	2025-02-13 20:27:35.813
