1	F0A9CB07-E66A-4FEE-8A4A-1938D8805168	CA0CFBC0-4574-4428-A4D7-6089D98CCEC4
2	5636CDB1-B242-465E-818F-D7D9D07F4BEE	683E1625-832F-4DBA-B89D-57ADC8FA0DA1
3	44572E5D-A93B-461D-A35D-90EF2A1C6FC8	1C7F92E1-0E2D-481D-AE46-FF58850DCC29
4	24F7E5CD-AD83-4FCE-A9B7-A27A7A74A71E	683E1625-832F-4DBA-B89D-57ADC8FA0DA1
5	4F418546-8293-4AC0-9F60-53C96AB857F5	B3FC5748-A305-493C-AE7A-DF5AEE5FC52B
6	719D35A5-FC12-4291-A7C6-7E5B8B7F8BCB	53D9B7DD-4CFC-4E92-BEB6-014113234425
7	1A422054-F8EC-4C32-A73E-1400EEA90DCA	53D9B7DD-4CFC-4E92-BEB6-014113234425
8	27E869F4-8D22-419D-842E-CF094EBBDDF0	53D9B7DD-4CFC-4E92-BEB6-014113234425
9	FC72AA58-B8CB-44D2-B100-71C9321EFA42	53D9B7DD-4CFC-4E92-BEB6-014113234425
10	D5439575-B3FF-4C86-B107-6EA2FFFF2568	D2EEC29C-DED0-4A2E-BAB9-D0983D2557D9
11	844342F9-2C5F-4337-B432-696B38253A25	53D9B7DD-4CFC-4E92-BEB6-014113234425
12	68F1F2E5-95A5-4A52-A73C-7035FDD2383F	53D9B7DD-4CFC-4E92-BEB6-014113234425
13	BA8AF9DC-8B18-430B-82E8-926DE79EBD9E	53D9B7DD-4CFC-4E92-BEB6-014113234425
14	3272524F-1C36-4934-A97E-9B0E94EEF21B	53D9B7DD-4CFC-4E92-BEB6-014113234425
15	AA23C703-581F-4E32-85A0-37C9F061559A	D2EEC29C-DED0-4A2E-BAB9-D0983D2557D9
16	FD94374A-7D83-4449-BB5D-A1C6921B1DDE	53D9B7DD-4CFC-4E92-BEB6-014113234425
17	EFFE2297-71CE-4E2D-B795-962A4EAB687E	53D9B7DD-4CFC-4E92-BEB6-014113234425
18	02BF7905-7C5C-452B-BF68-295AAE60AEB6	D2EEC29C-DED0-4A2E-BAB9-D0983D2557D9
19	69D40A98-671C-42A4-B314-366A039CA93D	D2EEC29C-DED0-4A2E-BAB9-D0983D2557D9
20	2983C441-3693-4E3C-83A1-F5666EB3EE58	55BFF10A-CB95-4A81-BFEF-500788A29B80
21	B145B270-8401-42B3-9D8F-6167059DBAAA	AD4A989F-4E6D-4117-B3E6-BB9BEB6805BA
22	B1261FF6-FBAD-4206-8877-11EC9EF95C29	C4161B6D-14C2-475B-B22E-894B5678F583
23	3CC539E0-06A8-4793-941C-E72F807CC2CC	C4161B6D-14C2-475B-B22E-894B5678F583
24	0E27898A-2663-4A5A-9D54-CFE069A7EC09	C4161B6D-14C2-475B-B22E-894B5678F583
25	9CECF28A-4F80-4634-9C49-613EB6950BC1	C4161B6D-14C2-475B-B22E-894B5678F583
26	72C0EA2E-7716-45D2-9135-0399DE6A119E	C4161B6D-14C2-475B-B22E-894B5678F583
27	3B065670-B5B2-4545-BF0A-D8619371EE09	C4161B6D-14C2-475B-B22E-894B5678F583
28	301169D2-1CA2-481D-93D8-1BDCC1C94D4B	AE2E6E9A-5FD4-4035-A2C3-A9C0CF1D8F56
29	8964EE10-B036-4BD9-B114-C0EFD33191B3	4DA8B8AC-460C-44CC-8787-2C0B5DA77BF7
30	1AA29FB4-D1ED-4321-B821-1110C79600AF	4A87AF27-C323-4DC1-81EE-33C3FF39DE2F
31	3A39F510-3D71-49EA-85BF-ABF02EF3B253	5E0422D2-F30A-4EC9-BD85-DC3318F06EC9
32	22D7D03C-8658-4462-9E9E-29FF5CA4CBEB	BD39F415-2B09-492E-8A67-B1428F4354E8
33	A8FD2341-EBF1-4582-A044-07224B6D68BD	BD39F415-2B09-492E-8A67-B1428F4354E8
